(251, 81)
(251, 306)
(253, 119)
(253, 196)
(253, 430)
(253, 480)
(256, 172)
(256, 315)
(256, 449)
(257, 286)
(257, 352)
(257, 425)
(257, 448)
(258, 85)
(258, 298)
(258, 327)
(258, 424)
(259, 100)
(259, 447)
(261, 121)
(261, 217)
(261, 389)
(263, 289)
(263, 403)
(265, 0)
(265, 284)
(266, 248)
(266, 470)
(267, 82)
(267, 143)
(267, 490)
(268, 399)
(269, 45)
(269, 247)
(269, 303)
(269, 350)
(271, 354)
(273, 71)
(273, 97)
(273, 451)
(275, 8)
(275, 23)
(275, 383)
(275, 434)
(275, 491)
(276, 83)
(277, 182)
(277, 194)
(277, 342)
(281, 147)
(281, 205)
(281, 341)
(282, 20)
(282, 171)
(282, 215)
(282, 328)
(282, 370)
(282, 440)
(283, 159)
(283, 202)
(283, 371)
(284, 0)
(284, 265)
(286, 257)
(286, 352)
(286, 425)
(286, 448)
(287, 114)
(287, 320)
(288, 164)
(288, 206)
(289, 263)
(289, 403)
(292, 180)
(292, 197)
(292, 308)
(293, 439)
(294, 124)
(295, 482)
(297, 7)
(297, 105)
(297, 138)
(298, 85)
(298, 258)
(298, 327)
(298, 424)
(299, 185)
(299, 208)
(299, 373)
(299, 481)
(300, 32)
(300, 66)
(300, 181)
(300, 322)
(300, 473)
(303, 45)
(303, 247)
(303, 269)
(303, 350)
(304, 17)
(304, 87)
(304, 192)
(304, 199)
(306, 81)
(306, 251)
(307, 44)
(307, 348)
(308, 180)
(308, 197)
(308, 292)
(310, 76)
(310, 127)
(310, 413)
(310, 421)
(312, 92)
(312, 392)
(314, 77)
(314, 418)
(315, 172)
(315, 256)
(315, 449)
(318, 220)
(320, 114)
(320, 287)
(321, 435)
(322, 32)
(322, 66)
(322, 181)
(322, 300)
(322, 473)
(323, 351)
(326, 122)
(326, 188)
(327, 85)
(327, 258)
(327, 298)
(327, 424)
(328, 20)
(328, 171)
(328, 215)
(328, 282)
(328, 370)
(328, 440)
(330, 68)
(331, 123)
(331, 134)
(331, 242)
(331, 358)
(332, 91)
(332, 240)
(332, 355)
(336, 129)
(336, 162)
(336, 177)
(336, 368)
(336, 450)
(338, 37)
(339, 1)
(339, 61)
(339, 179)
(341, 147)
(341, 205)
(341, 281)
(342, 182)
(342, 194)
(342, 277)
(343, 452)
(347, 58)
(347, 79)
(347, 189)
(347, 423)
(348, 44)
(348, 307)
(350, 45)
(350, 247)
(350, 269)
(350, 303)
(351, 323)
(352, 257)
(352, 286)
(352, 425)
(352, 448)
(354, 271)
(355, 91)
(355, 240)
(355, 332)
(356, 38)
(356, 67)
(356, 135)
(356, 161)
(356, 210)
(356, 419)
(356, 457)
(356, 487)
(357, 151)
(357, 168)
(357, 212)
(357, 494)
(358, 123)
(358, 134)
(358, 242)
(358, 331)
(360, 65)
(360, 412)
(363, 477)
(364, 190)
(364, 436)
(365, 115)
(367, 70)
(367, 111)
(367, 408)
(367, 467)
(368, 129)
(368, 162)
(368, 177)
(368, 336)
(368, 450)
(369, 385)
(370, 20)
(370, 171)
(370, 215)
(370, 282)
(370, 328)
(370, 440)
(371, 159)
(371, 202)
(371, 283)
(372, 432)
(372, 453)
(373, 185)
(373, 208)
(373, 299)
(373, 481)
(376, 428)
(378, 183)
(379, 405)
(380, 444)
(381, 126)
(382, 27)
(382, 98)
(382, 427)
(383, 8)
(383, 23)
(383, 275)
(383, 434)
(383, 491)
(385, 369)
(386, 78)
(386, 445)
(386, 472)
(386, 476)
(386, 496)
(387, 158)
(388, 49)
(388, 64)
(388, 69)
(388, 160)
(388, 165)
(388, 209)
(389, 121)
(389, 217)
(389, 261)
(391, 232)
(392, 92)
(392, 312)
(393, 113)
(395, 6)
(395, 144)
(395, 454)
(397, 136)
(398, 178)
(398, 213)
(398, 462)
(398, 495)
(399, 268)
(400, 249)
(401, 28)
(403, 263)
(403, 289)
(404, 225)
(404, 461)
(405, 379)
(408, 70)
(408, 111)
(408, 367)
(408, 467)
(410, 437)
(411, 12)
(411, 25)
(411, 31)
(412, 65)
(412, 360)
(413, 76)
(413, 127)
(413, 310)
(413, 421)
(415, 40)
(415, 116)
(415, 163)
(416, 55)
(416, 108)
(416, 229)
(416, 468)
(416, 497)
(418, 77)
(418, 314)
(419, 38)
(419, 67)
(419, 135)
(419, 161)
(419, 210)
(419, 356)
(419, 457)
(419, 487)
(421, 76)
(421, 127)
(421, 310)
(421, 413)
(423, 58)
(423, 79)
(423, 189)
(423, 347)
(424, 85)
(424, 258)
(424, 298)
(424, 327)
(425, 257)
(425, 286)
(425, 352)
(425, 448)
(426, 22)
(427, 27)
(427, 98)
(427, 382)
(428, 376)
(429, 117)
(430, 119)
(430, 196)
(430, 253)
(430, 480)
(432, 372)
(432, 453)
(434, 8)
(434, 23)
(434, 275)
(434, 383)
(434, 491)
(435, 321)
(436, 190)
(436, 364)
(437, 410)
(439, 293)
(440, 20)
(440, 171)
(440, 215)
(440, 282)
(440, 328)
(440, 370)
(442, 125)
(442, 455)
(444, 380)
(445, 78)
(445, 386)
(445, 472)
(445, 476)
(445, 496)
(447, 100)
(447, 259)
(448, 257)
(448, 286)
(448, 352)
(448, 425)
(449, 172)
(449, 256)
(449, 315)
(450, 129)
(450, 162)
(450, 177)
(450, 336)
(450, 368)
(451, 71)
(451, 97)
(451, 273)
(452, 343)
(453, 372)
(453, 432)
(454, 6)
(454, 144)
(454, 395)
(455, 125)
(455, 442)
(456, 464)
(457, 38)
(457, 67)
(457, 135)
(457, 161)
(457, 210)
(457, 356)
(457, 419)
(457, 487)
(461, 225)
(461, 404)
(462, 178)
(462, 213)
(462, 398)
(462, 495)
(463, 231)
(464, 456)
(466, 41)
(466, 103)
(466, 233)
(466, 488)
(467, 70)
(467, 111)
(467, 367)
(467, 408)
(468, 55)
(468, 108)
(468, 229)
(468, 416)
(468, 497)
(469, 186)
(469, 223)
(470, 248)
(470, 266)
(472, 78)
(472, 386)
(472, 445)
(472, 476)
(472, 496)
(473, 32)
(473, 66)
(473, 181)
(473, 300)
(473, 322)
(476, 78)
(476, 386)
(476, 445)
(476, 472)
(476, 496)
(477, 363)
(478, 214)
(480, 119)
(480, 196)
(480, 253)
(480, 430)
(481, 185)
(481, 208)
(481, 299)
(481, 373)
(482, 295)
(483, 176)
(484, 198)
(484, 239)
(487, 38)
(487, 67)
(487, 135)
(487, 161)
(487, 210)
(487, 356)
(487, 419)
(487, 457)
(488, 41)
(488, 103)
(488, 233)
(488, 466)
(489, 52)
(490, 82)
(490, 143)
(490, 267)
(491, 8)
(491, 23)
(491, 275)
(491, 383)
(491, 434)
(493, 72)
(494, 151)
(494, 168)
(494, 212)
(494, 357)
(495, 178)
(495, 213)
(495, 398)
(495, 462)
(496, 78)
(496, 386)
(496, 445)
(496, 472)
(496, 476)
(497, 55)
(497, 108)
(497, 229)
(497, 416)
(497, 468)
(498, 128)
(499, 24)
(499, 235)
